ck2_code,occurrences,scope_chain,function,status,ck3_code,evidence
[Root.DwelfLoc],1,Root,DwelfLoc,custom,[ROOT.Char.Custom('DwelfLoc')],Faerun/Faerun/localisation/traits_racial.csv:114
[get_celestial_subtype_name],1,,get_celestial_subtype_name,custom,[ROOT.Char.Custom('get_celestial_subtype_name')],Faerun/Faerun/localisation/traits_racial.csv:116
[get_slaad_subtype_name],1,,get_slaad_subtype_name,custom,[ROOT.Char.Custom('get_slaad_subtype_name')],Faerun/Faerun/localisation/traits_racial.csv:170
[Root.LyWolf],1,Root,LyWolf,custom,[ROOT.Char.Custom('LyWolf')],Faerun/Faerun/localisation/traits_template.csv:6
[Root.LyWolfDesc],1,Root,LyWolfDesc,custom,[ROOT.Char.Custom('LyWolfDesc')],Faerun/Faerun/localisation/traits_template.csv:7
[Root.LyCroc],1,Root,LyCroc,custom,[ROOT.Char.Custom('LyCroc')],Faerun/Faerun/localisation/traits_template.csv:18
[Root.LyCrocDesc],1,Root,LyCrocDesc,custom,[ROOT.Char.Custom('LyCrocDesc')],Faerun/Faerun/localisation/traits_template.csv:19
[Root.VampDesc],1,Root,VampDesc,custom,[ROOT.Char.Custom('VampDesc')],Faerun/Faerun/localisation/traits_template.csv:27
[Root.VampSName],1,Root,VampSName,custom,[ROOT.Char.Custom('VampSName')],Faerun/Faerun/localisation/traits_template.csv:39
[Root.VampSDesc],1,Root,VampSDesc,custom,[ROOT.Char.Custom('VampSDesc')],Faerun/Faerun/localisation/traits_template.csv:40
[dirt_target.GetHerHim],1,dirt_target,GetHerHim,named_scope,[dirt_target.GetHerHim],Faerun/Faerun/localisation/twisted_rune_localisation.csv:82
[event_target:dirt_target.GetFirstName],1,event_target:dirt_target,GetFirstName,named_scope,[event_target:dirt_target.GetFirstName],Faerun/Faerun/localisation/twisted_rune_localisation.csv:84
[target_priest.Get_le_TitledName],1,target_priest,Get_le_TitledName,custom,[target_priest.Custom('Get_le_TitledName')],Faerun/Faerun/localisation/v2_30b.csv:36
[target_priest.Geteineine],1,target_priest,Geteineine,custom,[target_priest.Custom('Geteineine')],Faerun/Faerun/localisation/v2_30b.csv:36
[target_priest.GetrMale],1,target_priest,GetrMale,custom,[target_priest.Custom('GetrMale')],Faerun/Faerun/localisation/v2_30b.csv:36
[target_priest.GetLeLa],1,target_priest,GetLeLa,custom,[target_priest.Custom('GetLeLa')],Faerun/Faerun/localisation/v2_30b.csv:38
[target_baby.Geteineine],1,target_baby,Geteineine,custom,[target_baby.Custom('Geteineine')],Faerun/Faerun/localisation/v2_30b.csv:54
[Root.Host.GetOnA],1,Root.Host,GetOnA,unmapped,<!CK2:Root.Host.GetOnA!>,Faerun/Faerun/localisation/v2_30b.csv:72
[Root.Host.Get_only_le_Title],1,Root.Host,Get_only_le_Title,unmapped,<!CK2:Root.Host.Get_only_le_Title!>,Faerun/Faerun/localisation/v2_30b.csv:72
[Root.Host.Geteineine],1,Root.Host,Geteineine,unmapped,<!CK2:Root.Host.Geteineine!>,Faerun/Faerun/localisation/v2_30b.csv:72
[target_consort.Get_only_le_Title],1,target_consort,Get_only_le_Title,custom,[target_consort.Custom('Get_only_le_Title')],Faerun/Faerun/localisation/v2_30b.csv:85
[first_lover.Get_only_le_Title],1,first_lover,Get_only_le_Title,custom,[first_lover.Custom('Get_only_le_Title')],Faerun/Faerun/localisation/v2_30b.csv:100
[second_lover.Get_only_le_Title],1,second_lover,Get_only_le_Title,custom,[second_lover.Custom('Get_only_le_Title')],Faerun/Faerun/localisation/v2_30b.csv:101
[third_lover.Get_only_le_Title],1,third_lover,Get_only_le_Title,custom,[third_lover.Custom('Get_only_le_Title')],Faerun/Faerun/localisation/v2_30b.csv:102
[my_lover.Get_only_Le_Title],1,my_lover,Get_only_Le_Title,custom,[my_lover.Custom('Get_only_Le_Title')],Faerun/Faerun/localisation/v2_30b.csv:103
[my_lover.GetOnA],1,my_lover,GetOnA,custom,[my_lover.Custom('GetOnA')],Faerun/Faerun/localisation/v2_30b.csv:103
[my_lover.Get_E],1,my_lover,Get_E,custom,[my_lover.Custom('Get_E')],Faerun/Faerun/localisation/v2_30b.csv:103
[my_lover.Spouse.Get_le_TitledFirstName],1,my_lover.Spouse,Get_le_TitledFirstName,custom,[my_lover.GetPrimarySpouse.Custom('Get_le_TitledFirstName')],Faerun/Faerun/localisation/v2_30b.csv:103
[From.Spouse.GetPossPronoun],1,From.Spouse,GetPossPronoun,mapped,[ck2_from.GetPrimarySpouse.GetHerHis],Faerun/Faerun/localisation/v2_30b.csv:114
[From.Spouse.GetnMale],1,From.Spouse,GetnMale,custom,[ck2_from.GetPrimarySpouse.Custom('GetnMale')],Faerun/Faerun/localisation/v2_30b.csv:118
[FromFromFrom.Mother.Get_le_TitledFirstName],1,FromFromFrom.Mother,Get_le_TitledFirstName,custom,[ck2_fromfromfrom.GetMother.Custom('Get_le_TitledFirstName')],Faerun/Faerun/localisation/v2_30b.csv:138
[FromFromFrom.RealFather.Get_le_TitledName],1,FromFromFrom.RealFather,Get_le_TitledName,unmapped,<!CK2:FromFromFrom.RealFather.Get_le_TitledName!>,Faerun/Faerun/localisation/v2_30b.csv:138
[FromFromFrom.Get_du_TitledName],1,FromFromFrom,Get_du_TitledName,custom,[ck2_fromfromfrom.Custom('Get_du_TitledName')],Faerun/Faerun/localisation/v2_30b.csv:139
[FromFromFrom.Capital.GetName],1,FromFromFrom.Capital,GetName,mapped,[ck2_fromfromfrom.GetCapitalLocation.GetName],Faerun/Faerun/localisation/v2_30b.csv:141
[target_spy_on.Liege.GetOnA],1,target_spy_on.Liege,GetOnA,custom,[target_spy_on.GetLiege.Custom('GetOnA')],Faerun/Faerun/localisation/v2_30b.csv:143
[target_spy_on.Liege.GetLordLady],1,target_spy_on.Liege,GetLordLady,named_scope,[target_spy_on.GetLiege.GetLadyLord],Faerun/Faerun/localisation/v2_30b.csv:143
[target_spy_on.Liege.Get_le_TitledName],1,target_spy_on.Liege,Get_le_TitledName,custom,[target_spy_on.GetLiege.Custom('Get_le_TitledName')],Faerun/Faerun/localisation/v2_30b.csv:143
[target_spy_on.Mother.Get_le_TitledFirstName],1,target_spy_on.Mother,Get_le_TitledFirstName,custom,[target_spy_on.GetMother.Custom('Get_le_TitledFirstName')],Faerun/Faerun/localisation/v2_30b.csv:157
[target_spy_on.RealFather.Get_le_TitledName],1,target_spy_on.RealFather,Get_le_TitledName,unmapped,<!CK2:target_spy_on.RealFather.Get_le_TitledName!>,Faerun/Faerun/localisation/v2_30b.csv:157
[target_spy_on.GetCeluiCelleCap],1,target_spy_on,GetCeluiCelleCap,custom,[target_spy_on.Custom('GetCeluiCelleCap')],Faerun/Faerun/localisation/v2_30b.csv:162
[target_spy_on.Get_EOpp],1,target_spy_on,Get_EOpp,custom,[target_spy_on.Custom('Get_EOpp')],Faerun/Faerun/localisation/v2_30b.csv:182
[target_spy_on.GeteineineOpp],1,target_spy_on,GeteineineOpp,custom,[target_spy_on.Custom('GeteineineOpp')],Faerun/Faerun/localisation/v2_30b.csv:182
[target_spy_on.GetEvilGodDuDelaDes],1,target_spy_on,GetEvilGodDuDelaDes,custom,[target_spy_on.Custom('GetEvilGodDuDelaDes')],Faerun/Faerun/localisation/v2_30b.csv:185
[FromFromFrom.Get_only_du_Title],1,FromFromFrom,Get_only_du_Title,custom,[ck2_fromfromfrom.Custom('Get_only_du_Title')],Faerun/Faerun/localisation/v2_30b.csv:190
[From.Host.Get_du_TitledName],1,From.Host,Get_du_TitledName,unmapped,<!CK2:From.Host.Get_du_TitledName!>,Faerun/Faerun/localisation/v2_30b.csv:221
[From.Employer.Get_le_TitledName],1,From.Employer,Get_le_TitledName,unmapped,<!CK2:From.Employer.Get_le_TitledName!>,Faerun/Faerun/localisation/v2_30b.csv:223
[From.Employer.Get_du_TitledName],1,From.Employer,Get_du_TitledName,unmapped,<!CK2:From.Employer.Get_du_TitledName!>,Faerun/Faerun/localisation/v2_30b.csv:228
[target_captive.Get_le_TitledFirstName],1,target_captive,Get_le_TitledFirstName,custom,[target_captive.Custom('Get_le_TitledFirstName')],Faerun/Faerun/localisation/v2_30b.csv:228
[FromFromFrom.Get_Le_TitledName],1,FromFromFrom,Get_Le_TitledName,custom,[ck2_fromfromfrom.Custom('Get_Le_TitledName')],Faerun/Faerun/localisation/v2_30b.csv:237
[Root.Host.Get_only_au_Title],1,Root.Host,Get_only_au_Title,unmapped,<!CK2:Root.Host.Get_only_au_Title!>,Faerun/Faerun/localisation/v2_30b.csv:239
[target_first.Get_only_le_Title],1,target_first,Get_only_le_Title,custom,[target_first.Custom('Get_only_le_Title')],Faerun/Faerun/localisation/v2_30b.csv:274
[target_second.Get_only_le_Title],1,target_second,Get_only_le_Title,custom,[target_second.Custom('Get_only_le_Title')],Faerun/Faerun/localisation/v2_30b.csv:274
[target_second.Get_du_TitledName],1,target_second,Get_du_TitledName,custom,[target_second.Custom('Get_du_TitledName')],Faerun/Faerun/localisation/v2_30b.csv:275
[target_second.Get_le_TitledName],1,target_second,Get_le_TitledName,custom,[target_second.Custom('Get_le_TitledName')],Faerun/Faerun/localisation/v2_30b.csv:278
[target_first.Get_le_TitledName],1,target_first,Get_le_TitledName,custom,[target_first.Custom('Get_le_TitledName')],Faerun/Faerun/localisation/v2_30b.csv:280
[target_initiator.Get_only_le_Title],1,target_initiator,Get_only_le_Title,custom,[target_initiator.Custom('Get_only_le_Title')],Faerun/Faerun/localisation/v2_30b.csv:281
[Root.GetCultureMascFem],1,Root,GetCultureMascFem,custom,[ROOT.Char.Custom('GetCultureMascFem')],Faerun/Faerun/localisation/v2_30b.csv:340
[haughty_events_char_1.Get_only_le_Title],1,haughty_events_char_1,Get_only_le_Title,custom,[haughty_events_char_1.Custom('Get_only_le_Title')],Faerun/Faerun/localisation/v2_50b.csv:57
[haughty_events_char_1.Getihmihr],1,haughty_events_char_1,Getihmihr,custom,[haughty_events_char_1.Custom('Getihmihr')],Faerun/Faerun/localisation/v2_50b.csv:58
[haughty_events_char_1.Get_le_TitledFirstName],1,haughty_events_char_1,Get_le_TitledFirstName,custom,[haughty_events_char_1.Custom('Get_le_TitledFirstName')],Faerun/Faerun/localisation/v2_50b.csv:60
[haughty_events_char_1.GetLeLa],1,haughty_events_char_1,GetLeLa,custom,[haughty_events_char_1.Custom('GetLeLa')],Faerun/Faerun/localisation/v2_50b.csv:66
[Root.TopLiege.Get_only_le_Title],1,Root.TopLiege,Get_only_le_Title,custom,[ROOT.Char.GetTopLiege.Custom('Get_only_le_Title')],Faerun/Faerun/localisation/v2_50b.csv:128
[affectionate_events_char_1.Get_le_TitledFirstName],1,affectionate_events_char_1,Get_le_TitledFirstName,custom,[affectionate_events_char_1.Custom('Get_le_TitledFirstName')],Faerun/Faerun/localisation/v2_50b.csv:379
[affectionate_events_char_1.GetIlElleCap],1,affectionate_events_char_1,GetIlElleCap,custom,[affectionate_events_char_1.Custom('GetIlElleCap')],Faerun/Faerun/localisation/v2_50b.csv:379
[affectionate_events_char_1.GetIlElle],1,affectionate_events_char_1,GetIlElle,custom,[affectionate_events_char_1.Custom('GetIlElle')],Faerun/Faerun/localisation/v2_50b.csv:381
[affectionate_events_char_1.Getihnsie],1,affectionate_events_char_1,Getihnsie,custom,[affectionate_events_char_1.Custom('Getihnsie')],Faerun/Faerun/localisation/v2_50b.csv:381
[affectionate_events_char_1.GetSheHe],1,affectionate_events_char_1,GetSheHe,named_scope,[affectionate_events_char_1.GetSheHe],Faerun/Faerun/localisation/v2_50b.csv:382
[Educator.Get_au_TitledFirstName],1,Educator,Get_au_TitledFirstName,custom,[Educator.Custom('Get_au_TitledFirstName')],Faerun/Faerun/localisation/v2_50b.csv:402
[timid_events_char_1.Get_le_TitledFirstName],1,timid_events_char_1,Get_le_TitledFirstName,custom,[timid_events_char_1.Custom('Get_le_TitledFirstName')],Faerun/Faerun/localisation/v2_50b.csv:413
[timid_events_char_1.GetSilSielle],1,timid_events_char_1,GetSilSielle,custom,[timid_events_char_1.Custom('GetSilSielle')],Faerun/Faerun/localisation/v2_50b.csv:414
[timid_events_char_1.GetLuiElle],1,timid_events_char_1,GetLuiElle,custom,[timid_events_char_1.Custom('GetLuiElle')],Faerun/Faerun/localisation/v2_50b.csv:417
[rowdy_events_char_1.GetSheHeCap],1,rowdy_events_char_1,GetSheHeCap,named_scope,[rowdy_events_char_1.GetSheHe|U],Faerun/Faerun/localisation/v2_50b.csv:450
[event_ze_12230_prisoner.GetSheHe],1,event_ze_12230_prisoner,GetSheHe,named_scope,[event_ze_12230_prisoner.GetSheHe],Faerun/Faerun/localisation/v2_50b.csv:488
[Root.GetEselZiege],1,Root,GetEselZiege,custom,[ROOT.Char.Custom('GetEselZiege')],Faerun/Faerun/localisation/v2_50b.csv:564
[moving_councillor.Get_le_TitledName],1,moving_councillor,Get_le_TitledName,custom,[moving_councillor.Custom('Get_le_TitledName')],Faerun/Faerun/localisation/v2_50b.csv:582
[target_child.GetLuiElle],1,target_child,GetLuiElle,custom,[target_child.Custom('GetLuiElle')],Faerun/Faerun/localisation/v2_50b.csv:768
[target_child.GetPossPronoun],1,target_child,GetPossPronoun,named_scope,[target_child.GetHerHis],Faerun/Faerun/localisation/v2_50b.csv:776
[curious_events_char_2.Get_au_TitledName],1,curious_events_char_2,Get_au_TitledName,custom,[curious_events_char_2.Custom('Get_au_TitledName')],Faerun/Faerun/localisation/v2_50b.csv:896
[curious_events_char_1.GetLeLa],1,curious_events_char_1,GetLeLa,custom,[curious_events_char_1.Custom('GetLeLa')],Faerun/Faerun/localisation/v2_50b.csv:898
[conscientious_events_char_1.GetLuiElle],1,conscientious_events_char_1,GetLuiElle,custom,[conscientious_events_char_1.Custom('GetLuiElle')],Faerun/Faerun/localisation/v2_50b.csv:942
[conscientious_events_char_2.GetObjectPronoun],1,conscientious_events_char_2,GetObjectPronoun,named_scope,[conscientious_events_char_2.GetHerHim],Faerun/Faerun/localisation/v2_50b.csv:944
[fussy_events_char_2.Get_Le_TitledName],1,fussy_events_char_2,Get_Le_TitledName,custom,[fussy_events_char_2.Custom('Get_Le_TitledName')],Faerun/Faerun/localisation/v2_50b.csv:975
[idolizer_events_char_1.Get_Le_TitledName],1,idolizer_events_char_1,Get_Le_TitledName,custom,[idolizer_events_char_1.Custom('Get_Le_TitledName')],Faerun/Faerun/localisation/v2_50b.csv:1023
[idolizer_events_char_1.GetIlElle],1,idolizer_events_char_1,GetIlElle,custom,[idolizer_events_char_1.Custom('GetIlElle')],Faerun/Faerun/localisation/v2_50b.csv:1023
[idolizer_events_char_2.GetIlElle],1,idolizer_events_char_2,GetIlElle,custom,[idolizer_events_char_2.Custom('GetIlElle')],Faerun/Faerun/localisation/v2_50b.csv:1028
[idolizer_events_char_2.GetHerHim],1,idolizer_events_char_2,GetHerHim,named_scope,[idolizer_events_char_2.GetHerHim],Faerun/Faerun/localisation/v2_50b.csv:1029
[idolizer_events_char_2.GetLuiElle],1,idolizer_events_char_2,GetLuiElle,custom,[idolizer_events_char_2.Custom('GetLuiElle')],Faerun/Faerun/localisation/v2_50b.csv:1029
[idolizer_events_char_2.GetSheHeCap],1,idolizer_events_char_2,GetSheHeCap,named_scope,[idolizer_events_char_2.GetSheHe|U],Faerun/Faerun/localisation/v2_50b.csv:1029
[playful_events_char_1.GetIlElleCap],1,playful_events_char_1,GetIlElleCap,custom,[playful_events_char_1.Custom('GetIlElleCap')],Faerun/Faerun/localisation/v2_50b.csv:1064
[playful_events_char_1.Getihmihr],1,playful_events_char_1,Getihmihr,custom,[playful_events_char_1.Custom('Getihmihr')],Faerun/Faerun/localisation/v2_50b.csv:1068
[indolent_events_char_1.GetIlElle],1,indolent_events_char_1,GetIlElle,custom,[indolent_events_char_1.Custom('GetIlElle')],Faerun/Faerun/localisation/v2_50b.csv:1104
[indolent_events_char_2.GetIlElle],1,indolent_events_char_2,GetIlElle,custom,[indolent_events_char_2.Custom('GetIlElle')],Faerun/Faerun/localisation/v2_50b.csv:1109
[indolent_events_char_2.GetSheHe],1,indolent_events_char_2,GetSheHe,named_scope,[indolent_events_char_2.GetSheHe],Faerun/Faerun/localisation/v2_50b.csv:1110
[brooding_events_char_1.Get_Le_TitledName],1,brooding_events_char_1,Get_Le_TitledName,custom,[brooding_events_char_1.Custom('Get_Le_TitledName')],Faerun/Faerun/localisation/v2_50b.csv:1143
[brooding_events_char_1.GetIlElle],1,brooding_events_char_1,GetIlElle,custom,[brooding_events_char_1.Custom('GetIlElle')],Faerun/Faerun/localisation/v2_50b.csv:1143
[brooding_events_char_1.Getihmihr],1,brooding_events_char_1,Getihmihr,custom,[brooding_events_char_1.Custom('Getihmihr')],Faerun/Faerun/localisation/v2_50b.csv:1143
[willful_events_char_1.GetIlElle],1,willful_events_char_1,GetIlElle,custom,[willful_events_char_1.Custom('GetIlElle')],Faerun/Faerun/localisation/v2_50b.csv:1187
[lustful_target.GetIlElle],1,lustful_target,GetIlElle,custom,[lustful_target.Custom('GetIlElle')],Faerun/Faerun/localisation/v2_50b.csv:1232
[lustful_target.GetSheHe],1,lustful_target,GetSheHe,named_scope,[lustful_target.GetSheHe],Faerun/Faerun/localisation/v2_50b.csv:1233
[lustful_target.GetIlElleCap],1,lustful_target,GetIlElleCap,custom,[lustful_target.Custom('GetIlElleCap')],Faerun/Faerun/localisation/v2_50b.csv:1234
[FromFrom.Location.Kingdom.Get_le_RealmFull],1,FromFrom.Location.Kingdom,Get_le_RealmFull,unmapped,<!CK2:FromFrom.Location.Kingdom.Get_le_RealmFull!>,Faerun/Faerun/localisation/v2_50b.csv:1242
[extortion_target.GetSheHeCap],1,extortion_target,GetSheHeCap,named_scope,[extortion_target.GetSheHe|U],Faerun/Faerun/localisation/v2_50b.csv:1277
[extortion_target.GetHerHim],1,extortion_target,GetHerHim,named_scope,[extortion_target.GetHerHim],Faerun/Faerun/localisation/v2_50b.csv:1285
[target_spouse.Get_Le_TitledName],1,target_spouse,Get_Le_TitledName,custom,[target_spouse.Custom('Get_Le_TitledName')],Faerun/Faerun/localisation/v2_50b.csv:1341
[target_spouse.GetLeLa],1,target_spouse,GetLeLa,custom,[target_spouse.Custom('GetLeLa')],Faerun/Faerun/localisation/v2_50b.csv:1341
[target_ruler.Get_du_TitledName],1,target_ruler,Get_du_TitledName,custom,[target_ruler.Custom('Get_du_TitledName')],Faerun/Faerun/localisation/v2_50b.csv:1341
[target_ruler.GetErEre],1,target_ruler,GetErEre,custom,[target_ruler.Custom('GetErEre')],Faerun/Faerun/localisation/v2_50b.csv:1342
[target_ruler.GetEuresEurerOpp],1,target_ruler,GetEuresEurerOpp,custom,[target_ruler.Custom('GetEuresEurerOpp')],Faerun/Faerun/localisation/v2_50b.csv:1342
[target_saved_voter.Get_le_TitledFirstName],1,target_saved_voter,Get_le_TitledFirstName,custom,[target_saved_voter.Custom('Get_le_TitledFirstName')],Faerun/Faerun/localisation/v2_52.csv:6
[target_saved_voter.GetIlElleCap],1,target_saved_voter,GetIlElleCap,custom,[target_saved_voter.Custom('GetIlElleCap')],Faerun/Faerun/localisation/v2_52.csv:6
[target_pious_voter.Get_le_TitledFirstName],1,target_pious_voter,Get_le_TitledFirstName,custom,[target_pious_voter.Custom('Get_le_TitledFirstName')],Faerun/Faerun/localisation/v2_52.csv:13
[target_pious_voter.GetIlElleCap],1,target_pious_voter,GetIlElleCap,custom,[target_pious_voter.Custom('GetIlElleCap')],Faerun/Faerun/localisation/v2_52.csv:13
[target_pious_voter.GetSheHe],1,target_pious_voter,GetSheHe,named_scope,[target_pious_voter.GetSheHe],Faerun/Faerun/localisation/v2_52.csv:13
[target_foreign_voter.Get_only_au_Title],1,target_foreign_voter,Get_only_au_Title,custom,[target_foreign_voter.Custom('Get_only_au_Title')],Faerun/Faerun/localisation/v2_52.csv:20
[target_unlanded_friend.Get_E],1,target_unlanded_friend,Get_E,custom,[target_unlanded_friend.Custom('Get_E')],Faerun/Faerun/localisation/v2_52.csv:46
[target_unlanded_friend.Get_le_TitledFirstName],1,target_unlanded_friend,Get_le_TitledFirstName,custom,[target_unlanded_friend.Custom('Get_le_TitledFirstName')],Faerun/Faerun/localisation/v2_52.csv:46
[target_unlanded_friend.GetSheHe],1,target_unlanded_friend,GetSheHe,named_scope,[target_unlanded_friend.GetSheHe],Faerun/Faerun/localisation/v2_52.csv:46
[target_help_councillor.Get_le_TitledFirstName],1,target_help_councillor,Get_le_TitledFirstName,custom,[target_help_councillor.Custom('Get_le_TitledFirstName')],Faerun/Faerun/localisation/v2_52.csv:65
[helping_vassal.Get_le_TitledFirstName],1,helping_vassal,Get_le_TitledFirstName,custom,[helping_vassal.Custom('Get_le_TitledFirstName')],Faerun/Faerun/localisation/v2_52.csv:73
[helping_vassal.Get_du_TitledFirstName],1,helping_vassal,Get_du_TitledFirstName,custom,[helping_vassal.Custom('Get_du_TitledFirstName')],Faerun/Faerun/localisation/v2_52.csv:75
[helping_vassal.GetIlElle],1,helping_vassal,GetIlElle,custom,[helping_vassal.Custom('GetIlElle')],Faerun/Faerun/localisation/v2_52.csv:75
[merc_band_employer.Get_le_TitledFirstName],1,merc_band_employer,Get_le_TitledFirstName,custom,[merc_band_employer.Custom('Get_le_TitledFirstName')],Faerun/Faerun/localisation/v2_52.csv:96
[pardon_target.Get_only_le_Title],1,pardon_target,Get_only_le_Title,custom,[pardon_target.Custom('Get_only_le_Title')],Faerun/Faerun/localisation/v2_52.csv:137
[pardon_target.GetLuiElle],1,pardon_target,GetLuiElle,custom,[pardon_target.Custom('GetLuiElle')],Faerun/Faerun/localisation/v2_52.csv:137
[FromFromFrom.Get_only_Le_Title],1,FromFromFrom,Get_only_Le_Title,custom,[ck2_fromfromfrom.Custom('Get_only_Le_Title')],Faerun/Faerun/localisation/v2_52.csv:146
[FromFromFrom.Getihmihr],1,FromFromFrom,Getihmihr,custom,[ck2_fromfromfrom.Custom('Getihmihr')],Faerun/Faerun/localisation/v2_52.csv:146
[introduced_heir.GetErEre],1,introduced_heir,GetErEre,custom,[introduced_heir.Custom('GetErEre')],Faerun/Faerun/localisation/v2_52.csv:220
[introduced_heir.Getihmihr],1,introduced_heir,Getihmihr,custom,[introduced_heir.Custom('Getihmihr')],Faerun/Faerun/localisation/v2_52.csv:222
[introduced_heir.GetLeLa],1,introduced_heir,GetLeLa,custom,[introduced_heir.Custom('GetLeLa')],Faerun/Faerun/localisation/v2_52.csv:223
[vassal_teacher.Get_only_Le_Title],1,vassal_teacher,Get_only_Le_Title,custom,[vassal_teacher.Custom('Get_only_Le_Title')],Faerun/Faerun/localisation/v2_52.csv:225
[vassal_teacher.GetSheHe],1,vassal_teacher,GetSheHe,named_scope,[vassal_teacher.GetSheHe],Faerun/Faerun/localisation/v2_52.csv:225
[compliment_vassal.Get_only_du_Title],1,compliment_vassal,Get_only_du_Title,custom,[compliment_vassal.Custom('Get_only_du_Title')],Faerun/Faerun/localisation/v2_52.csv:228
